"","ID","Time","Word"
"355",2820,"2018-08-17 16:25:48","and"
"356",2820,"2018-08-17 16:25:48","reduce"
"357",2820,"2018-08-17 16:25:48","greenhouse"
"358",2820,"2018-08-17 16:25:48","emissions"
"359",2820,"2018-08-17 16:25:48","by"
"360",2820,"2018-08-17 16:25:48","two"
"361",2820,"2018-08-17 16:25:48","thir"
"362",2820,"2018-08-17 16:25:48","xe"
"363",2820,"2018-08-17 16:25:48","x"
"364",2820,"2018-08-17 16:25:48","xa"
"365",2819,"2018-08-17 16:22:52",""
"366",2819,"2018-08-17 16:22:52","Check"
"367",2819,"2018-08-17 16:22:52","out"
"368",2819,"2018-08-17 16:22:52","our"
"369",2819,"2018-08-17 16:22:52","thoughts"
"370",2819,"2018-08-17 16:22:52","on"
"371",2819,"2018-08-17 16:22:52","the"
"372",2819,"2018-08-17 16:22:52","future"
"373",2819,"2018-08-17 16:22:52","of"
"374",2819,"2018-08-17 16:22:52","autonomous"
"375",2819,"2018-08-17 16:22:52","vehicles"
"376",2819,"2018-08-17 16:22:52","and"
"377",2819,"2018-08-17 16:22:52","how"
"378",2819,"2018-08-17 16:22:52","they"
"379",2819,"2018-08-17 16:22:52","might"
"380",2819,"2018-08-17 16:22:52","affect"
"381",2819,"2018-08-17 16:22:52","cyclists"
"382",2819,"2018-08-17 16:22:52","xe"
"383",2819,"2018-08-17 16:22:52","x"
"384",2819,"2018-08-17 16:22:52","xa"
"385",2819,"2018-08-17 16:22:52","t"
"386",2819,"2018-08-17 16:22:52","co"
"387",2819,"2018-08-17 16:22:52","M"
"388",2819,"2018-08-17 16:22:52","n"
"389",2819,"2018-08-17 16:22:52","LiRkA"
"390",2818,"2018-08-17 16:07:25",""
"391",2818,"2018-08-17 16:07:25","Ford"
"392",2818,"2018-08-17 16:07:25","takes"
"393",2818,"2018-08-17 16:07:25","an"
"394",2818,"2018-08-17 16:07:25","anti"
"395",2818,"2018-08-17 16:07:25","Uber"
"396",2818,"2018-08-17 16:07:25","approach"
"397",2818,"2018-08-17 16:07:25","to"
"398",2818,"2018-08-17 16:07:25","self"
"399",2818,"2018-08-17 16:07:25","driving"
"400",2818,"2018-08-17 16:07:25","cars"
"401",2818,"2018-08-17 16:07:25","t"
"402",2818,"2018-08-17 16:07:25","co"
"403",2818,"2018-08-17 16:07:25","ZTJmXXylq"
"404",2818,"2018-08-17 16:07:25","n"
"405",2818,"2018-08-17 16:07:25","FordPerformance"
"406",2818,"2018-08-17 16:07:25","TeslaPrivate"
"407",2818,"2018-08-17 16:07:25","SelfDrivi"
"408",2818,"2018-08-17 16:07:25","xe"
"409",2818,"2018-08-17 16:07:25","x"
"410",2818,"2018-08-17 16:07:25","xa"
"411",2817,"2018-08-17 16:00:09",""
"412",2817,"2018-08-17 16:00:09","If"
"413",2817,"2018-08-17 16:00:09","SelfDrivingCars"
"414",2817,"2018-08-17 16:00:09","create"
"415",2817,"2018-08-17 16:00:09","less"
"416",2817,"2018-08-17 16:00:09","risk"
"417",2817,"2018-08-17 16:00:09","on"
"418",2817,"2018-08-17 16:00:09","the"
"419",2817,"2018-08-17 16:00:09","roads"
"420",2817,"2018-08-17 16:00:09","will"
"421",2817,"2018-08-17 16:00:09","consumers"
"422",2817,"2018-08-17 16:00:09","demand"
"423",2817,"2018-08-17 16:00:09","to"
"424",2817,"2018-08-17 16:00:09","pay"
"425",2817,"2018-08-17 16:00:09","lower"
"426",2817,"2018-08-17 16:00:09","premiums"
"427",2817,"2018-08-17 16:00:09","Check"
"428",2817,"2018-08-17 16:00:09","out"
"429",2817,"2018-08-17 16:00:09","the"
"430",2817,"2018-08-17 16:00:09","latest"
"431",2817,"2018-08-17 16:00:09","Future"
"432",2817,"2018-08-17 16:00:09","Re"
"433",2817,"2018-08-17 16:00:09","xe"
"434",2817,"2018-08-17 16:00:09","x"
"435",2817,"2018-08-17 16:00:09","xa"
"436",2817,"2018-08-17 16:00:09",""
"437",2817,"2018-08-17 16:00:09","If"
"438",2817,"2018-08-17 16:00:09","SelfDrivingCars"
"439",2817,"2018-08-17 16:00:09","are"
"440",2817,"2018-08-17 16:00:09","less"
"441",2817,"2018-08-17 16:00:09","likely"
"442",2817,"2018-08-17 16:00:09","to"
"443",2817,"2018-08-17 16:00:09","crash"
"444",2817,"2018-08-17 16:00:09","how"
"445",2817,"2018-08-17 16:00:09","will"
"446",2817,"2018-08-17 16:00:09","that"
"447",2817,"2018-08-17 16:00:09","affect"
"448",2817,"2018-08-17 16:00:09","the"
"449",2817,"2018-08-17 16:00:09","insurance"
"450",2817,"2018-08-17 16:00:09","industry"
"451",2817,"2018-08-17 16:00:09","Check"
"452",2817,"2018-08-17 16:00:09","out"
"453",2817,"2018-08-17 16:00:09","the"
"454",2817,"2018-08-17 16:00:09","latest"
"455",2817,"2018-08-17 16:00:09","Future"
"456",2817,"2018-08-17 16:00:09","Re"
"457",2817,"2018-08-17 16:00:09","xe"
"458",2817,"2018-08-17 16:00:09","x"
"459",2817,"2018-08-17 16:00:09","xa"
"460",2816,"2018-08-17 16:00:08",""
"461",2816,"2018-08-17 16:00:08","Check"
"462",2816,"2018-08-17 16:00:08","out"
"463",2816,"2018-08-17 16:00:08","KPMG"
"464",2816,"2018-08-17 16:00:08","xe"
"465",2816,"2018-08-17 16:00:08","x"
"466",2816,"2018-08-17 16:00:08","x"
"467",2816,"2018-08-17 16:00:08","s"
"468",2816,"2018-08-17 16:00:08","Automotive"
"469",2816,"2018-08-17 16:00:08","leader"
"470",2816,"2018-08-17 16:00:08","Gary"
"471",2816,"2018-08-17 16:00:08","Silberg"
"472",2816,"2018-08-17 16:00:08","on"
"473",2816,"2018-08-17 16:00:08","the"
"474",2816,"2018-08-17 16:00:08","impact"
"475",2816,"2018-08-17 16:00:08","of"
"476",2816,"2018-08-17 16:00:08","SelfDrivingCars"
"477",2816,"2018-08-17 16:00:08","in"
"478",2816,"2018-08-17 16:00:08","the"
"479",2816,"2018-08-17 16:00:08","latest"
"480",2816,"2018-08-17 16:00:08","Future"
"481",2816,"2018-08-17 16:00:08","Ready"
"482",2816,"2018-08-17 16:00:08","video"
"483",2816,"2018-08-17 16:00:08","Lea"
"484",2816,"2018-08-17 16:00:08","xe"
"485",2816,"2018-08-17 16:00:08","x"
"486",2816,"2018-08-17 16:00:08","xa"
"487",2815,"2018-08-17 16:00:06",""
"488",2815,"2018-08-17 16:00:06","This"
"489",2815,"2018-08-17 16:00:06","startup"
"490",2815,"2018-08-17 16:00:06","has"
"491",2815,"2018-08-17 16:00:06","a"
"492",2815,"2018-08-17 16:00:06","specialty"
"493",2815,"2018-08-17 16:00:06","of"
"494",2815,"2018-08-17 16:00:06","refining"
"495",2815,"2018-08-17 16:00:06","the"
"496",2815,"2018-08-17 16:00:06","AI"
"497",2815,"2018-08-17 16:00:06","systems"
"498",2815,"2018-08-17 16:00:06","of"
"499",2815,"2018-08-17 16:00:06","selfdrivingcars"
"500",2815,"2018-08-17 16:00:06","they"
"501",2815,"2018-08-17 16:00:06","just"
"502",2815,"2018-08-17 16:00:06","raised"
"503",2815,"2018-08-17 16:00:06","more"
"504",2815,"2018-08-17 16:00:06","million"
"505",2815,"2018-08-17 16:00:06","in"
"506",2815,"2018-08-17 16:00:06","inv"
"507",2815,"2018-08-17 16:00:06","xe"
"508",2815,"2018-08-17 16:00:06","x"
"509",2815,"2018-08-17 16:00:06","xa"
"510",2814,"2018-08-17 15:59:08",""
"511",2814,"2018-08-17 15:59:08","Electric"
"512",2814,"2018-08-17 15:59:08","scooters"
"513",2814,"2018-08-17 15:59:08","bike"
