"","hour","meanH","sdH","minH","maxH","varH","rateH","posH","negH","neutH","proximityH"
"38","Feb 02 20",-0.280725,0.609122175757869,-0.8916,0.5859,0.371029825,8,0.103875,0.19225,0.703875,-287.038194444444
"39","Feb 02 21",-0.347788888888889,0.598089803968527,-0.8957,0.5859,0.357711413611111,9,0.123111111111111,0.238333333333333,0.638555555555556,-285.979043209877
"40","Feb 02 22",-0.0138333333333334,0.529283340628313,-0.7717,0.5859,0.280140854666667,6,0.121833333333333,0.113,0.765166666666667,-284.795
"41","Feb 02 23",-0.324666666666667,0.400138005359818,-0.7717,0,0.160110423333333,3,0.0453333333333333,0.137333333333333,0.817333333333333,-284.119907407407
"42","Feb 03 00",-0.195428571428571,0.576333328651299,-0.7717,0.5859,0.332160105714286,7,0.103,0.142714285714286,0.754285714285714,-282.879880952381
"43","Feb 03 01",-0.556542857142857,0.443150745071181,-0.875,0.1693,0.196382582857143,7,0.106571428571429,0.278285714285714,0.615142857142857,-281.650436507936
"44","Feb 03 02",-0.254372727272727,0.459354897853303,-0.8916,0.4389,0.211006922181818,11,0.0450909090909091,0.113727272727273,0.841181818181818,-280.921767676768
"45","Feb 03 03",-0.0861,0.718927263358401,-0.8442,0.5859,0.51685641,3,0.0673333333333333,0.119666666666667,0.813,-279.956759259259
"46","Feb 03 04",0,NA,0,0,NA,1,0,0,1,-278.686666666667
"47","Feb 03 05",0.1796375,0.622396472027965,-0.7717,0.6369,0.387377368392857,8,0.165625,0.08325,0.751125,-278.006215277778
"48","Feb 03 06",-0.235271428571429,0.605201447768388,-0.875,0.5859,0.366268792380952,7,0.119142857142857,0.174571428571429,0.706285714285714,-276.876428571429
"49","Feb 05 01",-0.49622,0.423825327752418,-0.9217,0.2808,0.179627908444444,10,0.0477,0.2239,0.7284,-233.566055555556
"50","Feb 05 02",-0.625033333333333,0.376186263313644,-0.8658,0.2732,0.141516104705882,18,0.0530555555555556,0.259888888888889,0.687055555555556,-233.022345679012
"51","Feb 05 03",-0.318989473684211,0.556796311145524,-0.9513,0.6808,0.310022132105263,19,0.0928947368421053,0.203578947368421,0.703368421052632,-231.822660818713
"52","Feb 05 04",-0.1964,0.730134832296976,-0.9217,0.6369,0.533096873333333,7,0.0998571428571429,0.188,0.712142857142857,-230.658452380952
"53","Feb 05 05",-0.4486,0.539246707387789,-0.8658,0.5859,0.290787011428571,8,0.10525,0.2425,0.65225,-229.920104166667
"54","Feb 05 06",-0.355557142857143,0.662892376526645,-0.7717,0.6369,0.439426302857143,7,0.156428571428571,0.215714285714286,0.627857142857143,-228.952023809524
"55","Feb 05 08",-0.277483333333333,0.684577710465851,-0.886,0.5859,0.468646641666667,6,0.098,0.202666666666667,0.699333333333333,-226.828472222222
"56","Feb 05 09",0.29295,0.414293863097198,0,0.5859,0.171639405,2,0.101,0,0.899,-225.611805555556
"57","Feb 05 10",-0.48035,0.198484873479064,-0.6207,-0.34,0.039396245,2,0,0.2235,0.7765,-224.962777777778
"58","Feb 05 11",0.0749666666666667,0.708503548803156,-0.9022,0.6808,0.501977278666667,6,0.138833333333333,0.116666666666667,0.7445,-223.722824074074
"59","Feb 05 12",-0.5043875,0.429327408986595,-0.8658,0,0.184322024107143,8,0.0345,0.221625,0.743875,-222.641597222222
"60","Feb 05 13",-0.0127625,0.71761822507813,-0.8658,0.6696,0.514975916964286,8,0.147,0.14375,0.70925,-221.908888888889
"61","Feb 05 14",-0.631528571428571,0.538665139377844,-0.8658,0.5859,0.290160132380952,7,0.0922857142857143,0.302571428571429,0.605142857142857,-220.689801587302
