"","Datetime","ID","Text","Language"
"1","Sat Feb 17 07:30:32 +0000 2018","gmottola52","RT @nytopinion: Watch this short, handy guide for Republicans on mass shootings. It highlights their simple plan to avoid doing anything ab…","en"
"2","Sat Feb 17 07:30:49 +0000 2018","hella_nutella","RT @Titilayo__: Media after a mass shooting:
Black: Terrorist
Asian:Terrorist 
Arab: Terrorist
White: sChiZoPhrEnIC dEprESSed lOveLy ChArmi…","en"
"3","Sat Feb 17 07:31:36 +0000 2018","gmop_Moonpie","I just entered to win a Steyr Aug A3 #rifle from @ClassicFirearm #gungiveaway #winagun #steyr #aug #dreamgun… https://t.co/bebVxQyoCQ","en"
"4","Sat Feb 17 07:31:42 +0000 2018","elketatar","RT @Titilayo__: Media after a mass shooting:
Black: Terrorist
Asian:Terrorist 
Arab: Terrorist
White: sChiZoPhrEnIC dEprESSed lOveLy ChArmi…","en"
"5","Sat Feb 17 07:31:58 +0000 2018","TeachersAction","Even if the #NRA bought them for us, WE DON'T WANT THEM. More guns won't solve the problem of #TooManyGuns.… https://t.co/mk5QAw6oqt","en"
"6","Sat Feb 17 07:33:40 +0000 2018","ligea_lady","@BartMcCurdy @neiltyson We do come from stardust.   Not sure why that knowledge has caused an increase in mass shootings <U+0001F633>","en"
"7","Sat Feb 17 07:33:44 +0000 2018","kizzymay58","RT @sarahchad_: @realDonaldTrump hello I’m the 16 year old girl who tweeted you that I didn’t want your condolences, I wanted gun control,…","en"
"8","Sat Feb 17 07:35:20 +0000 2018","20indicia","RT @nadabakos: It’s time to bring back the assault weapons ban, gun violence experts say - ""after the ban lapsed in 2004, the numbers shot…","en"
"9","Sat Feb 17 07:35:37 +0000 2018","julianna1010101","RT @funder: .@JuanCuba caught Florida Republicans holding a hearing in the state Capitol yesterday to WEAKEN the few gun control laws that…","en"
"10","Sat Feb 17 07:35:49 +0000 2018","SFG_RICK","The people who cry gun control, are the people who end up in these type of situations. SCARED, HELPLESS &amp; UNTRAINED… https://t.co/XZr3JvIRA7","en"
