"","Datetime","ID","Text","Language"
"1","Tue Feb 06 07:41:31 +0000 2018","macbeestje","Petition to Congress: Investigate #NRArussia https://t.co/MHpwH9PuIq via @rootstrikers","en"
"2","Tue Feb 06 07:46:09 +0000 2018","RagingAmerican1","Concealed Permit Holder Pulls Gun, Stops Attack on Police Officer https://t.co/nc4IUOLPr9 The #2A is a beautiful th… https://t.co/XDwhj4VxD7","en"
"3","Tue Feb 06 07:47:16 +0000 2018","JamesPinnell","The Washington Post did a series of 6 really difficult to read but amazing articles on how gun violence in America… https://t.co/Q2hxfdN8Ss","en"
"4","Tue Feb 06 07:47:33 +0000 2018","___lor__","RT @andrewjgregor: Of the 1,451 victims of gun violence in the USA in 2018, not a single one would have been saved by a wall or a #MuslimBa…","en"
"5","Tue Feb 06 08:21:16 +0000 2018","CastilloLenore","RT @BellenoireA: @DeniLove1906 @CKnSD619 @TinaMoo58291603 @colleen_benn @realDonaldTrump @NRA So why is gun control working in Canada?","en"
"6","Tue Feb 06 08:24:22 +0000 2018","MA2T806","For Her Too // Lais Rework (prod. Esta) by @BancoFromTx 
#SoundCloud #2AM #Banco #Lais #ForHerToo 
https://t.co/vW9GOPXp8e","en"
"7","Tue Feb 06 08:28:38 +0000 2018","_LadyBeatrice","RT @shannonrwatts: We lost 33,000 plus American lives to gun violence. These deaths may have been preventable. There is no excuse for that.…","en"
"8","Tue Feb 06 08:40:54 +0000 2018","ImPaigeTurned","#TrumpResign #Hillary Clinton  ball-chain Necklace #HistoryMade  #2A #GO #LoveIsLove https://t.co/kEaduA3DUn","en"
"9","Tue Feb 06 08:41:18 +0000 2018","DYK_Fashion","Hot Cheese Dispensing Gun https://t.co/7cTHjsr6bs #cheese #gun #dispenser https://t.co/KzObrHZWYk","en"
"10","Tue Feb 06 09:12:29 +0000 2018","jackceepee","I just entered to win a BM-59 .308 #rifle from @ClassicFirearm #gungiveaway #m1garand #garand #dreamgun #m1 #m14… https://t.co/3DGOVXIVl0","en"
"11","Tue Feb 06 09:18:38 +0000 2018","Boncrazy1","RT @leinah_sofile: If the movement has nothing to hide then members should surrender their firearms for forensic audit. #DisarmNrm","en"
"12","Tue Feb 06 09:18:53 +0000 2018","Jadwong","FROM THE ARCHIVES: The Forgotten Original 27  #Feb6 #NRA #TareheSita  https://t.co/NfozkXZKhi https://t.co/Xh02cxlzSi","en"
"13","Tue Feb 06 09:25:42 +0000 2018","LordTanui_","RT @officialEzraO: An unlawful movement should not own firearms #DisarmNRM","en"
"14","Tue Feb 06 09:27:44 +0000 2018","soniarivera858","RT @MetalMusic_Newz: STEVEN ADLER On Getting Kicked Out Of #guns N' ROSES: I Was So Heartbroken, I Wanted To Die https://t.co/hozgsLUp6Q ht…","en"
"15","Tue Feb 06 09:41:08 +0000 2018","Nichonasri","RT @LordTanui_: #DisarmNRM
The Government has said it will revoke the firearm licences of the National Resistance Movement (NRM) members as…","en"
"16","Tue Feb 06 09:56:57 +0000 2018","Levist1083","@piersmorgan This must be before Ben Shapiro mopped the floor with you on gun control!","en"
"17","Tue Feb 06 10:05:27 +0000 2018","dheitzman12","I just entered to win a BM-59 .308 #rifle from @ClassicFirearm #gungiveaway #m1garand #garand #dreamgun #m1 #m14… https://t.co/t3wElazuhx","en"
"18","Tue Feb 06 10:11:15 +0000 2018","ChunchGunch","Lil baby swallowed a Pepsi,   #gunchbot","en"
