"","Datetime","ID","Text","Language"
"1","Fri Feb 09 08:14:48 +0000 2018","PistolPages","US gun control | US news | The Guardian https://t.co/botlgefyYk","en"
"2","Fri Feb 09 08:26:27 +0000 2018","DrayneO","RT @EvansPosts: [mass shootings]
lawmakers: whatever 

[people eat tide pods]
lawmakers: we need to stop this craziness https://t.co/Smym6a…","en"
"3","Fri Feb 09 08:35:53 +0000 2018","Anthony","RT @sahilkapur: The full House has begun debate on the Senate-passed budget deal, after the Rules Cmte speedily voted 9-4 to send it to the…","en"
"4","Fri Feb 09 08:51:08 +0000 2018","Alpha_Reboot","$730 Creedmore Long distance rifle! https://t.co/Un1V8zyVL0 #rifle #guns #firearms #bullets #ammo #ammunition… https://t.co/RKJujlcfzl","en"
"5","Fri Feb 09 09:01:18 +0000 2018","GenoZeroSix","Random OC with simple coloring~
#anime #originalcharacter #military
#gun https://t.co/H5PoTgzsKf","en"
"6","Fri Feb 09 09:26:22 +0000 2018","GunSafetyStore","Firearms Training Expert,Best-Selling Author,US Army Hand-to-Hand Combatives Instructor https://t.co/smPoaxl6HD #NRA https://t.co/x9Oj5Ps5v3","en"
"7","Fri Feb 09 09:54:44 +0000 2018","wtf_imtooold","RT @BresPolitico: House has begun debate on the budgets caps/CR/debt limit bill. Government has been shut down for 4 hours, 45 mins. Passag…","en"
"8","Fri Feb 09 10:05:18 +0000 2018","RaydenWilliams","#NP Brooke Simpson - #2AM https://t.co/yfFnV3xPOJ #NewMusicFriday @brookesimpson https://t.co/S0RA2BnfK8","en"
"9","Fri Feb 09 10:45:15 +0000 2018","ponyexpress78","@Cmf68Kevin @alienpatriot79 @lainla @quackerwhackr91 @KenStaton @sualbu @DLoesch @jonlovett It's true.  #gunsense https://t.co/ECBADWKisV","en"
"10","Fri Feb 09 11:16:21 +0000 2018","TracerXphoto","The classic lines of the @crossmachinetool AR10 #igmilitia #gunsdaily #gunspictures #gunfanatics #defensemk… https://t.co/0bhOaZSd1W","en"
"11","Fri Feb 09 11:26:10 +0000 2018","BrendaHulse","@TC174_NYP @OscarRomeo1268 @SgtSteveHaywood @InspLeeDevall @XBorderCops @Foxtrot_Cop @firearmsWMP @oceanromeo Thànk… https://t.co/xJmzMwR2XF","en"
"12","Fri Feb 09 11:30:18 +0000 2018","fmgunma_oa","<U+300C>Summer Of '69<U+300D> Bryan Adams #gunma_onair #nowplaying","en"
"13","Fri Feb 09 12:04:07 +0000 2018","sxz1995","RT @__DreamCatchers: The last rehearsal with #TUCL71 

@gung_kunpong 

#<U+0E01><U+0E31><U+0E07><U+0E40><U+0E1B><U+0E47><U+0E19><U+0E2B><U+0E21><U+0E35> 
#gung_kunpong #gungkunpong #tusexyboy #ConversationThai…","en"
"14","Fri Feb 09 12:20:02 +0000 2018","aaronpanini","RT @EvansPosts: [mass shootings]
lawmakers: whatever 

[people eat tide pods]
lawmakers: we need to stop this craziness https://t.co/Smym6a…","en"
"15","Fri Feb 09 12:24:45 +0000 2018","TrmpPnceMkeSens","RT @TrmpPnceMkeSens: @MauiMan70 @USAFMEDIC21 @TruthinGov2016 @POTUS @timeminer #2A #NRA<U+0001F1FA><U+0001F1F8>#MolonLabe<U+0001F5FD>
#gun in your hand, saves your life!<U+0001F44F>
<U+0001F4A5>…","en"
"16","Fri Feb 09 13:01:30 +0000 2018","EXAFBG","@CBS fire @colbertlateshow he's a disgrace and further fuels and divides this country with his hate speech #Firecolbert #shootingsfueldbyhim","en"
"17","Fri Feb 09 13:29:48 +0000 2018","DavidRobertWal2","RT @RealOmarNavarro: Maxine Waters does not support our second amendment. I stand for our constitution and our right to bear arms. Help me…","en"
"18","Fri Feb 09 13:32:00 +0000 2018","aforallly","RT @sabrinagomez11_: You fucking peace of shit. A white man killed 58 people, the deadliest mass shooting in US history, and he did so in a…","en"
"19","Fri Feb 09 13:55:07 +0000 2018","LWVBCFL","David Barden lost his nephew Daniel at the Sandy Hook Elementary School mass shooting in 2012. Congress took no act… https://t.co/llUrxxqkWF","en"
"20","Fri Feb 09 13:58:44 +0000 2018","jsc1835","RT @jackschofield: So now we can add ""wife beating"" to pathological lying, sexual predation, pedophilia, mass shootings and collusion with…","en"
"21","Fri Feb 09 14:21:28 +0000 2018","thomasrutigs","RT @cool__tessa: How about changing the second amendment to ""it's nerf or nothing""","en"
"22","Fri Feb 09 14:24:46 +0000 2018","Whitney06376833",".@RepMeehan: Protect our constitutional right to self-defense; Defend the #2A!
#DefendTheSecond thanks","en"
"23","Fri Feb 09 14:45:00 +0000 2018","boris_evrard257","RT @Agence_Umuringa: Model : Jessica dressed by #SammaCollections 
#MadeInBurundi #womenswear #burundifashion #shooting #internationalmodel…","en"
"24","Fri Feb 09 14:55:20 +0000 2018","boatturn","RT @RealOmarNavarro: Maxine Waters does not support our second amendment. I stand for our constitution and our right to bear arms. Help me…","en"
"25","Fri Feb 09 15:21:34 +0000 2018","ScottLeeper6","RT @Dstroyr_U2b: An AR-15 by Any Other Name Would Smell as Sweet

 https://t.co/zdYSFNcNgc

#gunsense
#guncontrol
#AR15
#nra
#2a","en"
"26","Fri Feb 09 15:25:12 +0000 2018","AndrewZucker","RT @OpenSecretsDC: The editorial team at Bloomberg wants the #NRA to disclose all (if any) Russian ties
https://t.co/m39VRWd0Uj","en"
"27","Fri Feb 09 15:26:24 +0000 2018","theboys_inblue","Civilian Marksmanship Program - Promoting firearms safety training! https://t.co/XoQ8oJvIXY","en"
"28","Fri Feb 09 15:30:02 +0000 2018","AmmoSeek","Gear Review: Bushnell Enrage red dot optic https://t.co/JJocYVAkHj #gunnews","en"
"29","Fri Feb 09 15:33:21 +0000 2018","fancyweeds","RT @EvansPosts: [mass shootings]
lawmakers: whatever 

[people eat tide pods]
lawmakers: we need to stop this craziness https://t.co/Smym6a…","en"
"30","Fri Feb 09 16:03:51 +0000 2018","saranroshi","RT @kaaliactor: #shooting spot #selfie with #Teejay https://t.co/XMWf1aHyvG","en"
"31","Fri Feb 09 16:10:01 +0000 2018","_SteezGod","RT @kingpremenj: #2AMFRIENDS LISTEN &amp; SHARE !! https://t.co/PL9Ms8xuVq","en"
"32","Fri Feb 09 16:15:31 +0000 2018","Victori98778118","RT @Tactical_review: What's not to love about a sexy lever action rifle?
#gunporn #patriot https://t.co/4xaiU8Jvne","en"
"33","Fri Feb 09 16:19:08 +0000 2018","Atomic_V_Punk","RT @GunBrokers: BULLET BUTTON - Home of the original California compliant firearms tools for AR-15, AK-47, AR-10, 50 Cal, and ot... https:/…","en"
"34","Fri Feb 09 16:20:10 +0000 2018","LtNelsonFPD","RT @FargoPolice: Win for the good guys! Three arrested for theft of firearms! https://t.co/otBt0CjV74","en"
"35","Fri Feb 09 16:34:05 +0000 2018","AlanDBush","#ConcealedCarry Magazine-Join Over 200,000 Responsibly Armed Americans #2A https://t.co/G8eVAOLfx5","en"
"36","Fri Feb 09 16:37:29 +0000 2018","OrlandoCiPhoto","Shooting photo "" Tout feu tout flamme <U+0001F525> "" 
de Mike Garcia ! 
#shooting #flame #fire… https://t.co/bYwpWbWs4s","en"
"37","Fri Feb 09 16:54:28 +0000 2018","RobertWBrown5",".@repsarbanes: Protect our constitutional right to self-defense; Defend the #2A!
#DefendTheSecond......................","en"
"38","Fri Feb 09 17:05:07 +0000 2018","gundealscom",".300 AAC Blackout - $189.99/250 (LAX Ammunition) : 76 c/rnd https://t.co/khM5GqQ9Ld #guns #ammo","en"
"39","Fri Feb 09 17:09:52 +0000 2018","DuckmanBarton","RT @38Godfrey: Hey, let’s take a statewide football culture imbued with disappointment and add firearms","en"
"40","Fri Feb 09 17:15:46 +0000 2018","lovingmykids65","RT @RealOmarNavarro: Maxine Waters does not support our second amendment. I stand for our constitution and our right to bear arms. Help me…","en"
"41","Fri Feb 09 17:16:32 +0000 2018","autoengmike","RT @3lazeMedia: There it is! Doesn’t actually care about kids being shot. So why do you bother arguing for gun control? #gunsense https://t…","en"
"42","Fri Feb 09 17:21:00 +0000 2018","freestripgames","Hard poker duel with ""Poker Guns"" - https://t.co/GxwbNdNxNO 
#StripPoker #AdultGame #stripGame #shootingPoker https://t.co/wpb5n5Gppt","en"
"43","Fri Feb 09 17:30:15 +0000 2018","Jaaaaasssssmine","RT @2desi2function: Need new music? Check out this vibe #2AMFRIENDS on @AppleMusic now!! https://t.co/ad52kDvkpk","en"
"44","Fri Feb 09 17:31:29 +0000 2018","quackerwhackr91","@lainla @JetBlue92343007 How many c***s have you throated to draw your conclusion, sexist? #gunsense #fail #2A https://t.co/XasdaBkYW5","en"
"45","Fri Feb 09 17:33:14 +0000 2018","CalliNorton","Just wanted to check in and say that the campus carry bill in West Virginia  is on the move y’all!!!!! <U+0001F1FA><U+0001F1F8><U+2764><U+FE0F> #2A","en"
"46","Fri Feb 09 17:34:22 +0000 2018","JazzyT36163094","I got 5 on it!!! @Stash #youngflyanddiversified #gunsandbutter https://t.co/kzV9tocHwN","en"
"47","Fri Feb 09 17:36:44 +0000 2018","ministeraware","The epidemic of guns and gun violence soars exponentially!  Wisdom and intelligence must replace lunacy and violenc… https://t.co/YVmg5FKmMG","en"
"48","Fri Feb 09 17:48:35 +0000 2018","Paratus2014","RT @ykader7867: @GunFreeSA Those of you who feel unsafe with tour partner owning a firearm clearly donot trust your partner or your partner…","en"
"49","Fri Feb 09 18:01:13 +0000 2018","gavin_coyle41","Happy birthday to one of my best bros!! Hope it's a good one #AmesOrBust #2AgainstOne.. @cody_hamiltonn https://t.co/u4eFDsIIuM","en"
"50","Fri Feb 09 18:04:48 +0000 2018","CareBear_Kara","RT @EvansPosts: [mass shootings]
lawmakers: whatever 

[people eat tide pods]
lawmakers: we need to stop this craziness https://t.co/Smym6a…","en"
"51","Fri Feb 09 18:10:48 +0000 2018","Andyeby454","RT @MaryPatriotNews: #RedState #Politics #News #GOP #Dems #2A #ALIVERadioNetwork #CMDR #MaryPatriotNews Why Did Mark Warner Try to Secretly…","en"
"52","Fri Feb 09 18:19:57 +0000 2018","TJMitchellWS","""Research has found that mandating waiting periods, gun locks and other gun control laws are associated with fewer… https://t.co/3eMrlL72Tn","en"
"53","Fri Feb 09 18:33:38 +0000 2018","babswoon","RT @EvansPosts: [mass shootings]
lawmakers: whatever 

[people eat tide pods]
lawmakers: we need to stop this craziness https://t.co/Smym6a…","en"
"54","Fri Feb 09 18:33:56 +0000 2018","NDOHnews","#Canton man sentenced to nearly 10 years in prison for #drug and #firearms crimes: https://t.co/3S91TlxQ43 @ATFHQ… https://t.co/LWWwmXxPN2","en"
"55","Fri Feb 09 18:48:51 +0000 2018","paperfisherman","@runolgarun I hope you forced them to eat a copy of the second amendment and garnished them with shreds of the Amer… https://t.co/ageotPiPtE","en"
"56","Fri Feb 09 18:50:14 +0000 2018","Villasenordelvi","RT @TSA: Traveling with firearms, parts, or ammunition? Learn about the special requirements before you pack: https://t.co/JxmVdB0b4k https…","en"
"57","Fri Feb 09 19:00:18 +0000 2018","JoeLipham","@BuyReardenMetal Also you guys in Navy handled and trained in firearms right? That tells me the dude is not smart","en"
"58","Fri Feb 09 19:08:48 +0000 2018","ArmedInWAState","RT @gunpolicy: Your anti-gunner logic of the day... brought to you by former New York Assemblywoman Patricia Eddington #2A #wtf https://t.c…","en"
"59","Fri Feb 09 19:33:02 +0000 2018","truthcraving","RT @32InGodWeTrust: Talk about ISLAM TO MY PEERS SARSOUR ISLAM =DEATH TO AMERICANS. You keep your Hijab I’ll keep me second amendment https…","en"
"60","Fri Feb 09 19:35:00 +0000 2018","fox28columbus","Some parents think judge gave lenient sentence to Hilliard teen who plotted mass shooting https://t.co/wHhJ01t7mW https://t.co/EBpqTzwfdg","en"
"61","Fri Feb 09 19:35:52 +0000 2018","Eshwara83235438","RT @sathyaDP: #adangamaru                                 Work in Progress #Fanmade #shootingStill @theHMMofficial @actor_jayamravi  
@dirk…","en"
"62","Fri Feb 09 19:46:34 +0000 2018","AdamHarris28","What a touch of class Arsenal thank you!!! @Arsenal @ArsenalFanTV #gunners https://t.co/736b61PfXG","en"
"63","Fri Feb 09 20:26:28 +0000 2018","usa1st247","RT @GrizzleMeister: A gentle reminder for gun grabbing liberals who feel the need to disarm law abiding citizens &amp; deny them of their #2A r…","en"
"64","Fri Feb 09 20:28:02 +0000 2018","smartvalueblog","RT @smartvalueblog: RT ""The Best Road To Progress Is Freedom's Road."" #USA #Americans #Military #PJNET #NRA #Trump #Cruz #Congress @GOP htt…","en"
"65","Fri Feb 09 20:45:32 +0000 2018","shannonrwatts","RT @AsmToddGloria: AT 12:00P: Join me and @LorenaAD80 as we announce new statewide gun safety legislation with @Everytown and @MomsDemand.…","en"
"66","Fri Feb 09 20:46:31 +0000 2018","KinsmanKris","RT @kcgun13: https://t.co/K3IcqAtnsd is on @playapod app  #dontletyourmeatloaf #YDBC #gunslinger #shitfire #Chip3swhenhe2s #OatmealChalleng…","en"
"67","Fri Feb 09 20:49:36 +0000 2018","MissRyley","RT @loisbeckett: Job alert: deputy editor for investigations, @teamtrace, covering guns and gun violence in America https://t.co/xSpv1HrVdX","en"
"68","Fri Feb 09 20:54:17 +0000 2018","chelle_fellows","@firearmsWMP Thats what i said left of the gate post...","en"
"69","Fri Feb 09 20:54:47 +0000 2018","LittleFlamee","RT @EvansPosts: [mass shootings]
lawmakers: whatever 

[people eat tide pods]
lawmakers: we need to stop this craziness https://t.co/Smym6a…","en"
"70","Fri Feb 09 20:55:06 +0000 2018","Raymc31","Giving us reason to love our 2nd amendment. https://t.co/UUvWrJMadt","en"
"71","Fri Feb 09 21:07:08 +0000 2018","bertandbecky","RT @Guns_com: NJ advances bill for taxpayer-funded 'firearm violence' research https://t.co/hedO5fwHWj https://t.co/IkAVIdX8uA","en"
