"","Datetime","ID","Text","Language"
"1","Tue Feb 27 07:30:14 +0000 2018","GodmanMA","@CNN And all NRA folks hear: “We want every firearm ever made to be taken away from every human on earth and no one… https://t.co/eTqVI3H0AL","en"
"2","Tue Feb 27 07:30:16 +0000 2018","BoshellSandi","RT @GartrellLinda: Let this sink in:
Liberals demand gun control after every shooting, but never demand border control after every rape &amp; m…","en"
"3","Tue Feb 27 07:31:23 +0000 2018","Anthony37900265","RT @Education4Libs: If non-members of the NRA would stop shooting people, gun violence would drop by 100%.","en"
"4","Tue Feb 27 07:31:48 +0000 2018","ttrimble1962","RT @wesley_jordan: .@FedEx is facing massive consumer backlash after coming out on Mon in support of the #NRA.

These days, that's the equi…","en"
"5","Tue Feb 27 07:31:56 +0000 2018","Dems_Pro_Libs","RT @KJ8U_: 12 year USAF vet, owned firearms in the past.  Believe and support #A2.  Please, the senseless killing needs to stop.  Do you re…","en"
"6","Tue Feb 27 07:32:11 +0000 2018","petrieb","RT @Channel4News: Australia banned handguns in 1996. Since then, they've seen 4 mass shootings.

This is what happens when you ban guns. (v…","en"
"7","Tue Feb 27 07:33:44 +0000 2018","pigletjay","RT @adjunctprofessr: @NRA Who needs Enterprise at al?
Seriously.
#2A
#NRALifeMember
#AdjunctProfessr https://t.co/VqlyhKCqmQ","en"
"8","Tue Feb 27 07:34:50 +0000 2018","c_siera","RT @valwayne: @CattHarmony Unbelievable after @Delta spit on every American that supports the 2nd amendment &amp; Freedom, siding w communist g…","en"
"9","Tue Feb 27 07:36:20 +0000 2018","CarolMaeWY","RT @RobertwRuncie: I Was a Marine. I Don’t Want a Gun in My Classroom. The presence of a firearm is always an invitation to violence. Weapo…","en"
"10","Tue Feb 27 07:38:22 +0000 2018","nobigotry","RT @PamelaGeller: Muslim seminary students arrested in deadly Russian church mass shooting: Screaming ‘allahu akbar’, five female churchgoe…","en"
"11","Tue Feb 27 07:38:48 +0000 2018","bernardfoong","RT @Thatgirlgenius: Also I just feel like if you're not tryna raise awareness 2 gun violence at home, in schools or jus in general or u not…","en"
"12","Tue Feb 27 07:38:51 +0000 2018","Marie1773056","RT @ThomasWictor: (11) Companies that sell firearms and accessories want it both ways.

They don't want to be accused of inciting violence,…","en"
"13","Tue Feb 27 07:39:36 +0000 2018","pbetsy22","RT @TeaPainUSA: Any #NRA member speakin' out against a minimum age requirement to buy a gun should be required to have an appendectomy perf…","en"
"14","Tue Feb 27 07:39:42 +0000 2018","KristinSWAFA","RT @RHOCOM: I just signed this petition asking @JeffBezos to remove @NRATV from @amazon. #NRABoycott 
https://t.co/ABqKpndBsH","en"
"15","Tue Feb 27 07:40:42 +0000 2018","latanyaletcher","@NRA haha! oh shut up. you're going down. We've had enough of you and your damn 2nd amendment BS! You will FAIL. Yo… https://t.co/OhZyR4m0vm","en"
"16","Tue Feb 27 07:43:16 +0000 2018","endtimescartoon","RT @MaraJade_2017: This is the crap the hate filled #NRA propaganda stirs up, extremist militia members wanting to guard your kid's school…","en"
"17","Tue Feb 27 07:44:42 +0000 2018","linnstreeter","RT @AllenCMarshall: Let this sink in:

The children who survived last week's mass shooting are now getting death threats from NRA supporter…","en"
"18","Tue Feb 27 07:47:00 +0000 2018","Reena_Sonakshi","RT @nathanielcs: the most gun control we’ve had is apple replacing the gun emoji with a water gun","en"
"19","Tue Feb 27 07:50:07 +0000 2018","Metallneohunter","RT @AwestruckVox: OK KO straight up did an episode about gun control and they really did not try to be subtle at all. The timing couldn't h…","en"
"20","Tue Feb 27 07:53:00 +0000 2018","gorgophone","RT @Trmpsugly: Listen up @FedEx we the American people will no longer need the services of your #NRATerroristOrganization supporting compan…","en"
"21","Tue Feb 27 07:53:06 +0000 2018","MatthewWolfff","RT @lfkraus: Help @TheDemCoalition &amp; @funder investigate the #NRA 

The #NRAIsATerroristOrganization That Continues To Bribe Politicians To…","en"
"22","Tue Feb 27 07:53:27 +0000 2018","FrankJManrique3","RT @StefanMolyneux: There is no such thing as gun control. There is only the centralization of gun ownership in the hands of a small politi…","en"
"23","Tue Feb 27 07:53:54 +0000 2018","tonyfamilia","RT @JamesGunn: 3 If you’re offering Parkland shooting survivors prayers, but are unwilling to deal with the problems of gun violence in thi…","en"
"24","Tue Feb 27 07:54:34 +0000 2018","calidhd","RT @rcjhawk86: Can of Whoop Ass anyone?? I have a can opener <U+0001F601>

#2Amendment

David Hogg Calls NRA ""Child Murderers"" - Refuses to Go Back to…","en"
"25","Tue Feb 27 07:58:55 +0000 2018","benjochannon","CA lawmakers promote 10 new gun control bills https://t.co/9T8d4SwJfo","en"
"26","Tue Feb 27 07:58:59 +0000 2018","apjicot","RT @AwestruckVox: OK KO straight up did an episode about gun control and they really did not try to be subtle at all. The timing couldn't h…","en"
"27","Tue Feb 27 07:59:03 +0000 2018","ugomama61","RT @CNN: ""You're not going to solve the [mass shooting] problem until you do two things. One is comprehensive background checks. ... Number…","en"
"28","Tue Feb 27 07:59:37 +0000 2018","trailmo","RT @ProudResister: QUESTION: What kind of political party prioritizes the NRA over brave students demanding action on gun violence so they…","en"
"29","Tue Feb 27 08:00:34 +0000 2018","jjbackus71","RT @MarlowNYC: President Trump says he would have run into the Parkland school unarmed during a mass shooting. History tells a different st…","en"
"30","Tue Feb 27 08:00:35 +0000 2018","meganlabrecque","RT @AllenCMarshall: Let this sink in:

The children who survived last week's mass shooting are now getting death threats from NRA supporter…","en"
"31","Tue Feb 27 08:00:45 +0000 2018","EndrncRdr32","RT @JrcheneyJohn: The #NRA Is Being Attacked By Gun Grabbing Liberals. <U+0001F449>FedEx isn’t having any part of It<U+0001F449>Unlike Some Companies #FedExRocks…","en"
"32","Tue Feb 27 08:00:53 +0000 2018","guessoum_reda","""POLL: Do you support stronger gun control laws? https://t.co/BruRKNrO4i https://t.co/P7ldzqo7AV"" https://t.co/R021rFkpCF","en"
"33","Tue Feb 27 08:00:57 +0000 2018","deplorablelance","RT @RealJamesWoods: If you watch this and DON’T arm yourself, you’re an idiot.  #2A #NRA https://t.co/CgnKTPv9C0","en"
"34","Tue Feb 27 08:01:12 +0000 2018","lauraMcc1422","RT @NWPinPDX: The #NRA doesn't fear for the lives of students.

The #NRA fears what is happening RIGHT NOW -- that we might come together,…","en"
"35","Tue Feb 27 08:01:21 +0000 2018","CoppedNews","#coppednews #fbcoppednews Accused Florida gunman to appear in court as gun debate rages https://t.co/o9t8MrPvmv","en"
"36","Tue Feb 27 08:01:35 +0000 2018","Blenchalnews","America’s deadliest mass shootings kill more victims in schools than anywhere else https://t.co/fbotlsNyEk","en"
"37","Tue Feb 27 08:02:06 +0000 2018","koko_fung","RT @MSNBC: A new poll shows that 70 percent of Americans want gun control action. That's the highest it's been since 1993. 

What will Pres…","en"
"38","Tue Feb 27 08:02:06 +0000 2018","Yung_Leann","RT @AwestruckVox: OK KO straight up did an episode about gun control and they really did not try to be subtle at all. The timing couldn't h…","en"
"39","Tue Feb 27 08:02:53 +0000 2018","chelsea4reina","RT @jsphdeal: cardi b schooling people about gun control and matilda at the same time is everything i didn’t know i needed https://t.co/MMd…","en"
"40","Tue Feb 27 08:04:30 +0000 2018","ACrob98","RT @Education4Libs: All these high school kids are “moved” enough to walk out of school for gun control.

But none of them can be bothered…","en"
"41","Tue Feb 27 08:04:32 +0000 2018","iashleyrichards","Jimmy Fallon pledges to march in student-led protest for gun control https://t.co/qJnL92RRFt https://t.co/26vftk9cu7","en"
"42","Tue Feb 27 08:05:28 +0000 2018","murdoch_canada","RT @TheBeatWithAri: ""The 2nd amendment does not apply to AR-15s, it doesn't apply to assault-style weapons... that's a legal fact"" - @AriMe…","en"
"43","Tue Feb 27 08:06:09 +0000 2018","mathiasmiroux","RT @carogonza: @RealJamesWoods Yeah, at least they didn't go golfing days after a mass shooting.","en"
"44","Tue Feb 27 08:06:30 +0000 2018","G4rry72","RT @ClintonMSix14: Instead of a gun ban, why don't we just try gun control in a large urban area like Chigago and see how it goes?

#MAGA
#…","en"
"45","Tue Feb 27 08:07:00 +0000 2018","Amdavaadi","Mashable ""Jimmy Fallon pledges to march in student-led protest for gun control"" https://t.co/pYosCISnvK #News","en"
"46","Tue Feb 27 08:07:46 +0000 2018","IbGamawaa","RT @CNN: ""You're not going to solve the [mass shooting] problem until you do two things. One is comprehensive background checks. ... Number…","en"
"47","Tue Feb 27 08:09:32 +0000 2018","MemeBurk","RT @SamAdamsRock: @sarahchad_ Aaaand that account is already gone.  Looks like Twitter has your back as well.
#NRABoycott #NRABloodMoney","en"
"48","Tue Feb 27 08:10:17 +0000 2018","craftylady55","RT @Education4Libs: All these high school kids are “moved” enough to walk out of school for gun control.

But none of them can be bothered…","en"
"49","Tue Feb 27 08:12:22 +0000 2018","johskelly","RT @krassenstein: Ann Coulter suggests that we reduce mass shootings with an immigration moratorium and with mass deportations.

There has…","en"
"50","Tue Feb 27 08:13:51 +0000 2018","ShadowsOfLiars","@NRA @DonnaCastel And from what I've seen the number who are joining the NRA is growing daily. I am going to join in March. #2AAllTheWay","en"
"51","Tue Feb 27 08:15:39 +0000 2018","World__Newz","Accused Florida gunman to appear in court as gun debate rages https://t.co/edVwJS1Z3g https://t.co/ZGudswbO8v","en"
"52","Tue Feb 27 08:16:22 +0000 2018","palwales","RT @TeaPainUSA: Any #NRA member speakin' out against a minimum age requirement to buy a gun should be required to have an appendectomy perf…","en"
"53","Tue Feb 27 08:18:26 +0000 2018","awake_patriot","RT @Education4Libs: All these high school kids are “moved” enough to walk out of school for gun control.

But none of them can be bothered…","en"
"54","Tue Feb 27 08:18:36 +0000 2018","GantMichael","RT @TeaPainUSA: Any #NRA member speakin' out against a minimum age requirement to buy a gun should be required to have an appendectomy perf…","en"
"55","Tue Feb 27 08:19:48 +0000 2018","SpeedReads","Jimmy Fallon is joining the Parkland high schoolers' anti–gun violence ""revolution"" — or at least their march in D.… https://t.co/spi06M8ggR","en"
"56","Tue Feb 27 08:19:49 +0000 2018","icetslim","RT @fkeyamo: Calamities like d Dapchi incident (&amp; d various mass shootings in USA) may happen even in d most vigilant of govts. The differe…","en"
"57","Tue Feb 27 08:20:04 +0000 2018","Mrsmaxdewinter","RT @lucymcbath: I worked as a Flight Attendant @Delta 4 30yrs. before Jordan was killed by gun violence.DL Airlines always puts #people1st…","en"
"58","Tue Feb 27 08:21:22 +0000 2018","exskinnygrl","RT @newzealblog: Blaming the @NRA for mass shootings is like blaming AAA for drunk drivers.","en"
"59","Tue Feb 27 08:21:41 +0000 2018","hjacksda","Colleges to applicants: Rallying for gun control and getting suspended for it won't hurt chances of acceptance… https://t.co/BgpnI9Bk3K","en"
"60","Tue Feb 27 08:22:15 +0000 2018","hawkin_scot","RT @Education4Libs: Liberals will demand gun control every time a crazy person shoots up a school, but never call for border control after…","en"
"61","Tue Feb 27 08:22:40 +0000 2018","ArsenalHQNews","Thierry Henry is the wrong choice to replace Arsene Wenger at Arsenal – Ian Wright https://t.co/SljZ3iHFIi #gunners #coyg #Arsenal","en"
"62","Tue Feb 27 08:25:13 +0000 2018","DistlerJoyce","RT @MartinWiener: @ifuaskmee @davidhogg111 I just joined the NRA. #MeToo#NRA","en"
"63","Tue Feb 27 08:27:47 +0000 2018","richardlutkin","@basschica @Cookie454545 @CommonSense4245 @cponder1979 @NRA @ITAKANANA Yup, 2. You have more mass shootings than th… https://t.co/BOJkKyfRdK","en"
"64","Tue Feb 27 08:27:54 +0000 2018","JohnMarcmail","RT @NRABoycott: Apropos to some conversations I have been having on Twitter today. #guncontrol https://t.co/sA1JKW0r0u?","en"
"65","Tue Feb 27 08:28:28 +0000 2018","kyngkev","RT @CNN: NRA spokeswoman: ""Many in legacy media love mass shootings. You guys love it... Crying white mothers are ratings gold to you..."" h…","en"
"66","Tue Feb 27 08:28:56 +0000 2018","LicavoliPat","RT @Education4Libs: Liberals will demand gun control every time a crazy person shoots up a school, but never call for border control after…","en"
"67","Tue Feb 27 08:29:00 +0000 2018","BeianNorma","RT @RealJamesWoods: If you watch this and DON’T arm yourself, you’re an idiot.  #2A #NRA https://t.co/CgnKTPv9C0","en"
"68","Tue Feb 27 08:30:13 +0000 2018","TomRobenh",".@RepSheaPorter:<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8> Protect our constitutional right to self-defense; Defend the #2A!
#DefendTheSecond","en"
"69","Tue Feb 27 08:35:04 +0000 2018","6stacksss","RT @AwestruckVox: OK KO straight up did an episode about gun control and they really did not try to be subtle at all. The timing couldn't h…","en"
